Distance,Altitude,Speed,THR_SET
0.0,0.0,0.0,23425.0
6669.286858708547,0.0,154.43494478716323,19839.01271124782
13348.331201349078,1277.2798367877422,157.33540162735702,19850.68251705243
24150.04873032256,1889.5445588687908,233.64564439928893,18447.10568477594
31218.220300146582,2381.4581126005214,251.07867492357408,18230.969120389975
45550.09782139976,4066.054917148638,257.4303231397617,15380.63063304853
67771.06815576427,6507.627211385505,267.063520754392,15850.447016362778
81278.70208348689,7884.70879728302,272.7321469771489,16228.719879235163
90513.36130534562,8197.1941835959,264.4751281573683,16262.69703621065
111861.96716036291,10172.848247527318,272.6847720397808,16495.803191636514
