Distance,Altitude,Speed,THR_SET
0.0,0.0,0.0,18868.31066707307
6728.339213992504,0.0,146.0285699869183,15336.534914806229
14715.203598871612,1157.3624589044553,148.50334359219684,15581.85372815957
20614.42169673768,2088.9560875963734,150.5404019234342,16028.561763130769
26525.068207307144,2976.2809463824487,152.51908244684935,16136.896934713139
34837.84879436781,3478.91799250459,170.60580441867677,15843.185723831084
44466.0095964724,3793.409827765884,188.90872375109865,12513.474676125923
60330.57445671535,4146.290022303325,229.9947193048143,12325.054618309274
108125.73361322591,4840.980265329121,258.5282958337868,12261.543400731713
121553.52542386671,5959.390122063076,262.90613951380834,12416.310829187252
134521.10333973623,6997.838231138785,267.06924656881915,12626.797295778371
152692.7601403834,8378.486759523355,272.75591505622,12807.04917560544
170921.46796847746,9694.639190110822,278.3441981986824,13092.93375148904
149735.41520882802,10224.781301822943,299.28856476010407,13183.769914012038
