Distance,Altitude,Speed,THR_SET
0.0,0.0,0.0,21965.47259517114
8473.269070389248,0.0,159.12570406394113,18091.90030973503
24312.815716674777,2240.666791327515,164.4079200839718,18537.365889505665
34588.115451525344,3379.3442201701564,180.38415687224105,18603.344565575873
49315.26878116563,4066.51063274845,248.86283271678968,17344.103096530096
73576.3064982284,6782.024806333089,259.2209738872241,17821.188354148424
98861.47081317617,8677.79299515755,266.8322145564043,15116.34036964872
121155.19383620031,9915.471737309348,271.97983761820507,15397.322701494813
123347.9891547105,10032.541981510367,272.4742833329205,15534.608926474488
134106.68140937548,10107.055158754763,302.5409944480131,15411.762713058792
