Distance,Altitude,Speed,THR_SET
0.0,0.0,0.0,23425.0
4969.019573478197,0.0,148.68550885587487,19662.432676451856
11534.333111223008,1457.7164161205774,151.92195776731194,20109.234548345772
18888.61250424009,2455.255276539463,207.79870014772524,19314.9250301197
29047.969695568667,4040.097598707818,227.69460065801476,19329.314489262746
38461.049201938615,5272.48290933174,231.99606936341814,15781.805774178849
49585.012427632166,6663.836768680681,236.9974658975774,16059.334856341955
61018.72755194207,8012.105816741052,241.99667384945747,16260.494070495997
68035.18180276484,8708.716743960002,244.64055486316823,16483.33777973505
81771.43806475254,9464.186380648844,267.77169343838625,16516.07076763516
97284.03207546768,10843.926976537106,273.67557896600465,16666.63283377553
