Distance,Altitude,Speed,THR_SET
0.0,0.0,0.0,23310.69276102059
5124.031455075792,0.0,150.63071336045374,19591.490073303557
13212.741437522503,1747.348278587568,154.57344257161986,20309.566457137094
16863.225514097205,2406.7238584647657,169.38921664145954,20083.68437063395
23367.86279515622,2898.485238070366,215.50604695116047,19242.94360578743
12807.36426869688,4741.327705062184,240.36322374863377,15493.918474357542
19467.65835158463,5454.7539161954155,242.9898361441422,15702.86657922635
32008.392517453947,6928.3741295657255,248.55053694054112,15942.766363865481
50623.057769493214,7928.4409979831635,293.065555791712,15941.060563715942
73736.96803104188,9170.343716099651,318.21296713970156,16043.3627102808
84963.73121974312,10108.341066169804,322.9477798944425,16223.647321805884
