Distance,Altitude,Speed,THR_SET
0.0,0.0,0.0,23425.0
5228.427633219652,0.0,158.84153666103276,19670.918267988076
13518.617433230098,1514.242015406231,162.4353448657818,20049.496822750592
16252.961462542049,2015.557192895848,176.46876846236316,19935.79451640772
23951.334588407073,2483.4742539114595,219.83074194143322,19126.00889313995
33674.967392234656,3556.0414621406308,235.90253414965343,19053.887674834146
48921.8305544273,5213.190594250955,241.90276533810447,15721.79749688805
61702.19691276223,6525.782094637023,246.81600851269152,16019.347102695801
75335.57588618423,7656.80760701379,251.16819301293498,16238.468796473975
90801.54127559846,8274.603034396612,277.45741987179343,16222.077726623978
105948.41359324346,9620.935888715288,283.3715917286699,16462.209087762436
113694.67969079468,10279.732411570818,286.3332789823712,16660.899906202518
