snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1546324471,0,84,49.00886,2.57671,8448,21,0000
1546324485,0,87,49.00893,2.57824,8448,31,0000
1546324495,0,84,49.00898,2.57904,8448,28,0000
1546324505,0,87,49.00900,2.57948,8448,2,0000
1546324577,0,87,49.00903,2.58012,8448,23,0000
1546324589,0,84,49.00909,2.58121,8448,15,0000
1546324595,0,84,49.00912,2.58177,8448,17,0000
1546324652,0,73,49.00982,2.59084,8448,22,0000
1546324663,0,84,49.00993,2.59258,8448,22,0000
1546324676,0,84,49.01002,2.59429,8448,18,1000
1546324687,0,126,49.00991,2.59522,8448,28,1000
1546324701,0,174,49.00901,2.59540,8448,16,1000
1546324749,0,174,49.00393,2.59601,40651,22,1000
1546324765,0,174,49.00265,2.59617,40651,19,1000
1546324817,0,177,48.99943,2.59656,40651,16,1000
1546324842,0,196,48.99805,2.59664,40651,18,1000
1546324871,0,264,48.99789,2.59371,40651,53,1000
1546324891,0,264,48.99707,2.57862,40818,140,1000
1546324910,475,266,48.99596,2.55791,40818,145,1000
1546324916,700,266,48.99577,2.55320,40818,144,1000
1546324925,1075,267,48.99549,2.54485,40818,144,1000
1546324931,1400,266,48.99522,2.53862,40818,141,1000
1546324937,1675,265,48.99493,2.53256,40818,140,1000
1546324947,2150,263,48.99422,2.52221,40818,137,1000
1546324953,2375,265,48.99381,2.51552,40818,140,1000
1546324961,2600,265,48.99348,2.50939,40818,141,1000
1546324971,3025,265,48.99283,2.49751,40818,146,1000
1546324977,3175,265,48.99255,2.49115,40818,152,1000
1546324987,3400,265,48.99206,2.48045,40818,164,1000
1546324994,3550,265,48.99171,2.47344,40818,170,1000
1546325006,3775,265,48.99092,2.45798,40818,185,1000
1546325013,3900,265,48.99046,2.44974,40818,197,1000
1546325024,4075,264,48.98948,2.43188,40818,219,1000
1546325030,4250,264,48.98892,2.42256,40818,230,1000
1546325042,4625,264,48.98771,2.40196,40818,246,1000
1546325053,5075,264,48.98662,2.38262,40818,256,1000
1546325067,5775,264,48.98520,2.35902,40818,261,1000
1546325078,6475,264,48.98387,2.33692,40818,263,1000
1546325090,7150,262,48.98226,2.31486,40818,265,1000
1546325101,7775,247,48.97766,2.29347,40818,274,1000
1546325110,8200,245,48.97346,2.27937,40818,277,1000
1546325118,8725,244,48.96802,2.26203,40818,279,1000
1546325125,9100,243,48.96419,2.25022,40818,280,1000
1546325138,9750,243,48.95750,2.22952,40818,281,1000
1546325148,10225,229,48.94819,2.20934,40818,297,1000
1546325155,10375,224,48.94246,2.20182,40818,302,1000
1546325164,10550,207,48.93114,2.19163,40818,323,1000
1546325173,10800,205,48.91849,2.18238,40818,332,1000
1546325182,11075,204,48.90660,2.17402,40818,343,1000
1546325188,11400,204,48.89525,2.16621,40818,347,1000
1546325201,12025,204,48.87813,2.15426,40818,348,1000
1546325234,13550,205,48.83102,2.12078,40818,356,1000
1546325268,15000,205,48.77948,2.08393,40818,367,1000
1546325299,16425,198,48.72772,2.04895,40818,378,1000
1546325305,16575,192,48.71733,2.04519,40818,385,1000
1546325311,16675,185,48.70642,2.04325,40818,393,1000
1546325318,16850,177,48.69539,2.04367,40818,401,1000
1546325324,17050,174,48.68480,2.04512,40818,403,1000
1546325333,17450,173,48.66692,2.04801,40818,405,1000
1546325339,17650,173,48.65566,2.04989,40818,407,1000
1546325372,18975,173,48.59624,2.05958,40818,410,1000
1546325434,21325,173,48.47364,2.07960,40818,421,1000
1546325498,23425,173,48.34962,2.09962,40818,431,1000
1546325561,25200,184,48.22090,2.09384,9791,439,1000
1546325623,26775,183,48.09428,2.08198,40818,448,1000
1546325684,28150,183,47.96752,2.07001,40818,459,1000
1546325745,29350,183,47.83658,2.05788,40818,470,1000
1546325813,31175,183,47.68821,2.04409,40818,466,1000
1546325848,31950,183,47.61470,2.03735,40818,467,1000
1546325946,34600,183,47.40559,2.01810,17313,454,1000
1546326009,35000,183,47.27312,2.00603,17313,447,1000
1546326070,34975,183,47.14916,1.99477,17313,450,1000
1546326133,35000,183,47.01739,1.98282,40818,451,1000
1546326196,35000,183,46.88621,1.97108,40601,452,1000
1546326256,35000,183,46.75814,1.95962,40601,453,1000
1546326320,35000,183,46.62682,1.94795,1159,453,1000
1546326384,34975,183,46.49503,1.93620,1159,453,1000
1546326447,35000,183,46.36175,1.92446,1159,453,1000
1546326509,34975,183,46.23066,1.91299,1159,454,1000
1546326573,35000,183,46.09749,1.90131,1159,453,1000
1546326632,34975,183,45.97197,1.89032,1159,452,1000
1546326678,34975,183,45.87680,1.88215,1159,452,1000
1546326767,35000,183,45.69086,1.86607,1159,452,1000
1546326819,35000,183,45.58200,1.85676,1159,453,1000
1546326907,34700,183,45.39656,1.84093,8043,453,1000
1546326970,33725,183,45.26619,1.82989,1129,456,1000
1546327033,31500,183,45.13384,1.81871,1129,452,1000
1546327095,28975,183,45.00879,1.80836,1129,442,1000
1546327155,26425,183,44.88185,1.79767,1129,431,1000
1546327219,23900,183,44.75802,1.78749,1129,419,1000
1546327282,22150,185,44.63846,1.77436,1129,394,1000
1546327344,21150,185,44.52493,1.75840,1129,390,1000
1546327409,20125,185,44.41164,1.74238,1129,386,1000
1546327469,18575,185,44.30544,1.72740,1129,378,1000
1546327505,17225,196,44.24278,1.71548,1129,376,1000
1546327512,17000,202,44.23310,1.71018,1129,376,1000
1546327520,16675,214,44.22006,1.69948,1129,376,1000
1546327526,16450,220,44.21187,1.69015,1129,376,1000
1546327532,16275,221,44.20422,1.68058,1129,374,1000
1546327539,16075,222,44.19609,1.67059,1129,373,1000
1546327546,15875,222,44.18841,1.66090,1129,373,1000
1546327581,14825,222,44.14311,1.60356,1129,362,1000
1546327612,13825,222,44.10317,1.55306,1129,356,1000
1546327646,12275,222,44.06267,1.50192,1129,352,1000
1546327680,10600,222,44.02336,1.45224,1129,345,1000
1546327691,10275,222,44.00918,1.43411,1129,334,1000
1546327704,10050,221,43.99591,1.41782,1129,320,1000
1546327716,9600,222,43.98271,1.40140,1129,307,1000
1546327727,9050,222,43.97031,1.38565,1129,303,1000
1546327738,8350,221,43.95788,1.37002,1129,302,1000
