snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1563599537,0,146,52.30569,4.77066,728,33,0000
1563599549,0,149,52.30508,4.77130,728,33,0000
1563599572,0,56,52.30497,4.77299,728,34,0000
1563599579,0,56,52.30528,4.77381,728,18,0000
1563599585,0,59,52.30551,4.77442,728,20,0000
1563599591,0,50,52.30582,4.77517,728,19,0000
1563599597,0,22,52.30627,4.77574,728,18,0000
1563599604,0,2,52.30674,4.77589,728,18,0000
1563599611,0,2,52.30724,4.77594,728,19,0000
1563599619,0,2,52.30805,4.77601,728,21,0000
1563599625,0,2,52.30863,4.77608,728,22,0171
1563599637,0,2,52.30987,4.77617,728,24,0171
1563599648,0,2,52.31112,4.77631,728,26,0171
1563599654,0,2,52.31183,4.77637,728,27,0171
1563599661,0,2,52.31271,4.77644,728,28,0171
1563599673,0,354,52.31417,4.77653,728,23,0171
1563599682,0,317,52.31485,4.77604,728,15,0171
1563599688,0,315,52.31513,4.77558,728,33,0171
1563599694,0,317,52.31540,4.77515,728,32,0171
1563599719,0,39,52.31670,4.77543,728,34,0171
1563599729,0,53,52.31712,4.77633,728,15,0171
1563599751,0,2,52.31835,4.77697,728,34,0171
1563599757,0,2,52.31875,4.77701,728,16,0171
1563599765,0,2,52.31942,4.77709,728,17,0171
1563599783,0,42,52.32037,4.77770,728,31,0171
1563599823,0,132,52.32113,4.78019,728,17,0171
1563599844,0,182,52.32032,4.78009,728,24,0171
1563599857,0,182,52.31709,4.77978,728,84,0171
1563599863,0,182,52.31446,4.77954,728,110,0171
1563599872,0,182,52.30932,4.77907,728,140,0171
1563599886,550,184,52.29799,4.77787,728,154,0171
1563599893,825,184,52.29371,4.77740,728,153,0171
1563599899,1150,184,52.28957,4.77686,728,148,0171
1563599905,1400,183,52.28549,4.77646,728,148,0171
1563599916,1650,174,52.27760,4.77631,728,162,0171
1563599922,1750,166,52.27304,4.77772,728,171,0171
1563599929,1850,155,52.26759,4.78127,728,183,0171
1563599938,1925,135,52.26103,4.78957,728,210,0171
1563599945,2025,118,52.25759,4.79789,728,229,0171
1563599953,2225,98,52.25496,4.81384,728,253,0171
1563599962,2550,91,52.25432,4.83162,728,267,0171
1563599971,3000,89,52.25436,4.84993,728,272,0171
1563599977,3275,89,52.25441,4.86237,728,276,0171
1563599983,3550,90,52.25442,4.87495,728,280,0171
1563599989,3850,91,52.25433,4.88774,728,283,0171
1563599995,4175,91,52.25413,4.90051,728,284,0171
1563600002,4475,91,52.25391,4.91333,728,285,0171
1563600009,4825,92,52.25363,4.92627,728,286,0171
1563600016,5275,92,52.25313,4.94576,728,288,0171
1563600029,5925,92,52.25240,4.97192,728,290,0171
1563600040,6650,92,52.25171,4.99802,728,288,0171
1563600051,7350,92,52.25102,5.02396,728,286,0171
1563600064,7950,92,52.25029,5.04997,728,290,0171
1563600075,8400,92,52.24947,5.07637,728,295,0171
1563600090,8900,92,52.24869,5.10331,728,301,0171
1563600114,10025,100,52.24493,5.16495,5425,305,0171
1563600129,10500,101,52.24134,5.19449,1503,313,0171
1563600141,10725,101,52.23762,5.22525,1503,328,0171
1563600152,10900,101,52.23399,5.25513,1503,342,0171
1563600163,11075,101,52.23091,5.28097,1503,354,0171
1563600179,11625,100,52.22588,5.32358,1503,363,0171
1563600194,12475,100,52.22091,5.36643,1503,360,0171
1563600227,13575,101,52.21079,5.45212,1503,373,0171
1563600260,14800,101,52.19957,5.54420,1503,380,0171
1563600291,15925,101,52.18927,5.62912,1503,385,0171
1563600326,17125,101,52.17659,5.73259,1503,393,0171
1563600360,18300,101,52.16437,5.83168,1503,397,0171
1563600422,20075,101,52.14130,6.01666,1503,414,0171
1563600486,21800,101,52.11649,6.21315,1503,425,0171
1563600548,23450,101,52.09103,6.41212,4456,434,0171
1563600612,24850,101,52.06467,6.61491,4456,445,0171
1563600675,26200,102,52.03782,6.81882,41010,453,0171
1563600745,27525,102,52.00639,7.05338,7495,463,0171
1563600809,28625,102,51.97563,7.27974,7495,474,0171
1563600870,29675,102,51.94633,7.49184,7495,480,0171
1563600936,30975,102,51.91452,7.71858,7495,480,0171
1563600998,32250,103,51.88428,7.93175,7495,477,0171
1563601059,33350,103,51.85382,8.14273,7495,476,0171
1563601134,34625,103,51.81601,8.40150,7495,473,0171
1563601165,34975,103,51.80031,8.50743,4486,471,0171
1563601180,35000,103,51.79327,8.55492,1212,467,0171
1563601269,35000,103,51.74635,8.86673,9425,469,0171
1563601332,34975,103,51.71439,9.07612,40171,467,0171
1563601370,34950,104,51.69467,9.20410,40171,467,0171
1563601462,34975,104,51.64600,9.51490,1564,471,0171
1563601525,35025,104,51.61203,9.72839,1564,471,0171
1563601586,35025,104,51.57829,9.93795,1564,471,0171
1563601651,35000,104,51.54304,10.15389,1564,471,0171
1563601715,34975,104,51.50720,10.37050,1564,473,0171
1563601779,35000,105,51.47205,10.58065,2987,474,0171
1563601843,35000,105,51.43473,10.80055,2987,474,0171
1563601906,34975,105,51.39809,11.01372,2987,476,0171
1563601969,35000,105,51.36048,11.23070,2987,477,0171
1563602031,35000,105,51.32359,11.44048,2987,477,0171
1563602096,35000,105,51.28576,11.65329,2987,477,0171
1563602154,35000,106,51.24941,11.85554,2987,475,0171
1563602200,35000,118,51.21286,12.00494,2987,473,0171
1563602210,35000,121,51.20295,12.03201,2987,473,0171
1563602216,35000,123,51.19587,12.04956,2987,472,0171
1563602278,34975,123,51.12026,12.23172,2987,471,0171
1563602342,34975,123,51.04431,12.41314,2987,472,0171
1563602404,34975,123,50.96782,12.59449,2987,474,0171
1563602467,35000,123,50.89081,12.77573,2987,475,0171
1563602531,35000,124,50.81200,12.95971,2987,475,0171
1563602594,35000,124,50.73528,13.13782,2987,477,0171
1563602656,35000,124,50.65686,13.31861,2987,478,0171
1563602718,35000,124,50.58064,13.49299,2987,477,0171
1563602779,35000,124,50.50308,13.66944,2987,476,0171
1563602843,34975,124,50.42278,13.85072,2987,476,0171
1563602905,34975,124,50.34471,14.02585,2987,476,0171
1563602969,34975,125,50.26371,14.20629,2987,478,0171
1563603033,35000,125,50.18341,14.38407,2987,479,0171
1563603095,35000,125,50.10274,14.56151,2987,479,0171
1563603160,35000,125,50.02056,14.74091,2987,478,0171
1563603222,34975,125,49.94087,14.91394,2987,479,0171
1563603282,34975,125,49.86224,15.08349,2987,478,0171
1563603346,34975,125,49.77997,15.25950,2987,478,0171
1563603408,35000,126,49.69931,15.43117,2987,478,0171
1563603480,34975,126,49.60434,15.63199,2482,480,0171
1563603543,35000,126,49.52292,15.80279,2482,482,0171
1563603605,35000,126,49.43885,15.97791,2482,483,0171
1563603668,35000,126,49.35525,16.15075,41741,484,0171
1563603731,35000,126,49.27056,16.32496,41741,483,0171
1563603794,35000,126,49.18611,16.49759,41741,485,0171
1563603857,35000,126,49.10257,16.66746,41741,482,0171
1563603919,34975,127,49.01967,16.83472,41741,481,0171
1563603982,34975,127,48.93448,17.00515,41741,483,0171
