Distance,Altitude,Speed,THR_SET
0.0,0.0,0.0,20790.91492276524
4283.0875911390885,0.0,132.80984520041648,17617.98191647414
14300.340196878838,2447.2280576588805,137.71380234404157,18151.1944813695
20082.22145403266,3827.0186392423566,140.59690633673443,18611.296780798133
27963.765748897702,4372.604807605399,189.1714932976782,14032.568149810235
38260.39006384507,4941.805525696161,241.28169454969213,13835.475647058602
49735.45897523558,6533.932250871053,247.23023155128593,13979.014761695998
59333.37504320895,7808.326497680704,252.14830241320226,14289.292593647837
67513.96706197532,8851.25447488038,256.28086963988324,14519.366223634765
79335.82562245251,10281.28651542775,262.11107614850636,14689.530722456062
