Distance,Altitude,Speed,THR_SET
0.0,0.0,0.0,15505.0
4585.996305252856,0.0,178.26303134743046,12183.392154691217
58099.21452793483,2710.6415059470273,185.57504828610598,12921.84742241036
77490.00027507044,3893.5397294840905,188.90472470209522,13357.944296273032
65276.08610020648,4444.042032640593,178.8410397671914,10304.813512353794
36071.62133388505,4839.315193912829,227.44887825608512,10108.947469877785
29569.57393642905,5750.204943891902,252.01884749850996,10105.442539249425
87509.63736075826,7097.092873809746,257.2914161535688,10310.941810362761
177699.0456126792,9016.794353232784,265.09102035988406,10688.15261671411
172501.84218931253,10155.49877086412,273.3017812284941,10894.234708156544
